Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
1369660-30.2025.8.10.3653,MA,Não reconhece operação,Golpe,Êxito,Improcedência,11498.85,0.0,1,1,1,0,1,1
4959134-29.2025.8.06.4001,CE,Não reconhece operação,Golpe,Êxito,Improcedência,12436.55,0.0,1,1,0,1,1,0
9567398-61.2025.8.11.0819,MT,Não reconhece operação,Genérico,Êxito,Improcedência,16045.1,0.0,1,1,0,1,1,1
1620772-62.2025.8.17.3514,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9971.93,8971.23,1,0,0,0,1,1
4900060-86.2025.8.11.6724,MT,Não reconhece operação,Golpe,Êxito,Improcedência,12018.3,0.0,1,1,1,1,1,1
7978833-46.2025.8.06.3977,CE,Não reconhece operação,Golpe,Êxito,Improcedência,17602.13,0.0,1,1,0,0,0,1
4621027-69.2025.8.09.1501,GO,Não reconhece operação,Golpe,Êxito,Improcedência,14865.23,0.0,1,1,1,1,1,1
3722929-70.2025.8.19.2790,RJ,Não reconhece operação,Golpe,Êxito,Extinção,12640.64,0.0,1,1,1,1,1,1
5937050-59.2025.8.01.7770,AC,Não reconhece operação,Golpe,Êxito,Improcedência,10550.98,0.0,1,1,1,1,1,1
2409135-39.2025.8.06.9439,CE,Não reconhece operação,Golpe,Êxito,Extinção,10010.53,0.0,1,1,1,1,1,1
1211859-30.2025.8.25.3915,SE,Não reconhece operação,Genérico,Êxito,Improcedência,14335.69,0.0,0,1,1,1,1,1
1881281-51.2025.8.04.8392,AM,Não reconhece operação,Golpe,Êxito,Improcedência,24922.52,0.0,1,1,1,1,1,1
5055617-52.2025.8.12.5984,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17758.42,8475.73,1,0,0,0,1,1
3808473-83.2025.8.06.3375,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8442.05,5087.67,0,1,0,1,1,1
5585903-26.2025.8.04.4494,AM,Não reconhece operação,Golpe,Êxito,Extinção,18452.39,0.0,1,1,1,1,1,0
7780179-96.2025.8.12.6081,MS,Não reconhece operação,Golpe,Êxito,Extinção,11258.46,0.0,1,1,1,1,1,1
2684337-91.2025.8.15.0388,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,14958.36,7524.26,0,1,0,1,1,1
5345732-94.2025.8.05.4744,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,12092.75,7478.99,1,0,1,0,0,1
1396598-41.2025.8.04.4347,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24907.52,24907.52,0,1,1,1,1,1
8321935-22.2025.8.03.8890,AP,Não reconhece operação,Golpe,Êxito,Improcedência,9417.31,0.0,1,1,0,0,1,1
3695600-21.2025.8.16.4359,PR,Não reconhece operação,Golpe,Êxito,Improcedência,16521.04,0.0,0,1,1,1,1,1
4698551-23.2025.8.24.5916,SC,Não reconhece operação,Golpe,Êxito,Improcedência,11619.42,0.0,0,1,1,1,1,1
5250604-67.2025.8.05.2009,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18607.5,18607.5,1,0,0,0,1,0
8714042-79.2025.8.09.1378,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16422.12,13031.42,0,1,0,1,1,1
8353841-78.2025.8.10.8847,MA,Não reconhece operação,Golpe,Êxito,Improcedência,21138.08,0.0,1,1,1,1,0,1
4718985-97.2025.8.10.0755,MA,Não reconhece operação,Golpe,Êxito,Extinção,18505.88,0.0,1,0,0,1,1,1
6990808-34.2025.8.07.9425,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11579.14,6806.46,1,0,0,0,1,1
1914422-84.2025.8.02.6392,AL,Não reconhece operação,Golpe,Êxito,Extinção,29291.52,0.0,1,1,1,1,1,1
1541476-78.2025.8.15.1649,PB,Não reconhece operação,Genérico,Êxito,Extinção,17707.58,0.0,1,1,0,1,1,1
8832303-95.2025.8.10.5246,MA,Não reconhece operação,Genérico,Êxito,Improcedência,12280.19,0.0,1,1,1,1,1,1
9834495-82.2025.8.10.8142,MA,Não reconhece operação,Genérico,Êxito,Improcedência,15990.75,0.0,1,1,1,1,1,1
9215683-49.2025.8.08.0957,ES,Não reconhece operação,Golpe,Êxito,Improcedência,18077.59,0.0,1,1,1,0,1,1
9542253-77.2025.8.26.4407,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17890.94,13861.47,0,1,1,1,1,1
9146766-69.2025.8.18.7923,PI,Não reconhece operação,Golpe,Êxito,Improcedência,17416.12,0.0,1,1,1,1,0,1
6453438-62.2025.8.12.8291,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19724.56,11993.42,0,1,0,1,1,0
9893824-49.2025.8.06.3479,CE,Não reconhece operação,Golpe,Não Êxito,Procedência,19242.17,16705.28,0,1,1,1,0,1
1192706-17.2025.8.23.8644,RR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10823.32,8973.41,0,1,0,0,1,1
1681237-29.2025.8.24.1262,SC,Não reconhece operação,Golpe,Êxito,Improcedência,25326.07,0.0,1,1,1,1,1,1
5079117-52.2025.8.01.2607,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24643.2,16830.14,0,1,0,0,1,1
2146319-68.2025.8.26.1352,SP,Não reconhece operação,Golpe,Êxito,Improcedência,18912.4,0.0,0,1,1,1,1,1
3503612-68.2025.8.19.6120,RJ,Não reconhece operação,Genérico,Êxito,Extinção,15172.07,0.0,0,1,1,1,1,1
7506996-85.2025.8.04.8251,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15256.42,10289.75,0,1,0,1,0,1
3278350-43.2025.8.22.0062,RO,Não reconhece operação,Genérico,Êxito,Improcedência,13393.53,0.0,1,1,0,1,0,1
7463853-98.2025.8.04.4355,AM,Não reconhece operação,Golpe,Êxito,Improcedência,14028.38,0.0,1,1,1,1,1,1
9411643-37.2025.8.02.6600,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,4252.0,3493.66,0,1,1,1,1,1
6697293-45.2025.8.03.7413,AP,Não reconhece operação,Golpe,Êxito,Improcedência,22490.95,0.0,1,1,1,0,0,1
7622055-82.2025.8.11.6081,MT,Não reconhece operação,Golpe,Não Êxito,Procedência,20759.77,11338.61,0,1,1,0,0,1
2394532-51.2025.8.18.7464,PI,Não reconhece operação,Golpe,Êxito,Improcedência,6754.97,0.0,1,0,1,1,1,0
7222685-57.2025.8.13.2207,MG,Não reconhece operação,Golpe,Êxito,Improcedência,19349.22,0.0,1,1,0,1,1,1
7698621-98.2025.8.03.8408,AP,Não reconhece operação,Golpe,Êxito,Improcedência,14944.34,0.0,1,1,1,0,1,0
4228257-88.2025.8.06.1784,CE,Não reconhece operação,Golpe,Êxito,Improcedência,14005.51,0.0,1,1,1,1,1,1
2137778-60.2025.8.24.7933,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17400.49,12108.6,0,1,1,1,1,1
5341040-50.2025.8.26.3448,SP,Não reconhece operação,Genérico,Êxito,Improcedência,6430.62,0.0,1,1,0,0,1,1
1704243-60.2025.8.22.9957,RO,Não reconhece operação,Golpe,Êxito,Improcedência,14927.0,0.0,0,1,1,1,1,1
2051017-19.2025.8.04.5409,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,15372.19,10764.36,1,0,1,1,1,1
4645686-39.2025.8.21.2328,RS,Não reconhece operação,Golpe,Êxito,Extinção,15376.94,0.0,0,1,1,1,1,1
6360660-53.2025.8.19.0873,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,8272.15,0.0,1,1,0,1,1,1
2050717-40.2025.8.15.3448,PB,Não reconhece operação,Golpe,Êxito,Extinção,17175.14,0.0,1,1,1,1,1,1
3560871-63.2025.8.03.8387,AP,Não reconhece operação,Golpe,Êxito,Improcedência,20182.53,0.0,1,1,1,0,1,1
5545978-60.2025.8.27.1246,TO,Não reconhece operação,Genérico,Êxito,Improcedência,16980.9,0.0,1,1,1,0,1,1
3113430-61.2025.8.12.4796,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13857.61,4964.97,0,1,0,1,0,1
9119519-85.2025.8.02.0012,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,28176.88,13768.77,0,1,1,0,1,1
7992855-71.2025.8.06.2060,CE,Não reconhece operação,Golpe,Êxito,Improcedência,10445.46,0.0,1,1,0,0,1,0
4941108-59.2025.8.13.3136,MG,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,18777.39,16516.61,1,0,1,1,1,0
5829346-13.2025.8.02.2127,AL,Não reconhece operação,Genérico,Êxito,Improcedência,16175.9,0.0,1,1,1,0,0,1
6852306-98.2025.8.09.8628,GO,Não reconhece operação,Genérico,Êxito,Improcedência,24856.28,0.0,1,1,1,0,1,1
3136880-74.2025.8.11.5708,MT,Não reconhece operação,Golpe,Êxito,Improcedência,16879.91,0.0,1,0,1,0,1,1
4973410-54.2025.8.26.0028,SP,Não reconhece operação,Golpe,Êxito,Improcedência,17931.96,0.0,1,1,1,0,1,1
5319548-92.2025.8.04.1788,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17463.66,17463.66,1,0,1,1,1,1
8397749-72.2025.8.17.0929,PE,Não reconhece operação,Genérico,Êxito,Improcedência,9789.18,0.0,0,1,1,1,0,1
7509911-18.2025.8.25.5798,SE,Não reconhece operação,Golpe,Êxito,Improcedência,10718.74,0.0,1,1,1,0,1,1
3295773-67.2025.8.23.0767,RR,Não reconhece operação,Golpe,Êxito,Extinção,13629.54,0.0,1,1,1,0,1,1
1962737-63.2025.8.25.2497,SE,Não reconhece operação,Golpe,Êxito,Extinção,19679.91,0.0,1,1,1,1,1,0
2142658-51.2025.8.05.6400,BA,Não reconhece operação,Golpe,Êxito,Improcedência,16125.96,0.0,1,1,1,1,0,1
2729835-56.2025.8.23.6545,RR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13967.78,10401.66,1,0,1,1,0,1
8608658-41.2025.8.27.4415,TO,Não reconhece operação,Golpe,Não Êxito,Acordo,21715.35,7599.21,1,0,0,0,1,1
7151584-11.2025.8.09.7949,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,5254.73,2140.22,1,0,0,1,1,1
2183441-57.2025.8.14.2674,PA,Não reconhece operação,Genérico,Não Êxito,Procedência,8623.82,4469.24,0,1,0,1,1,0
7188447-56.2025.8.15.3720,PB,Não reconhece operação,Golpe,Êxito,Improcedência,2731.79,0.0,0,1,1,1,1,1
1537427-88.2025.8.14.3086,PA,Não reconhece operação,Genérico,Não Êxito,Procedência,20911.17,12058.06,0,1,0,1,0,0
1377239-65.2025.8.08.8677,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14507.57,9942.67,1,1,0,0,1,1
9954326-31.2025.8.27.7793,TO,Não reconhece operação,Genérico,Êxito,Improcedência,19723.63,0.0,1,1,1,1,1,1
7655102-90.2025.8.26.5384,SP,Não reconhece operação,Golpe,Êxito,Improcedência,14446.08,0.0,1,1,1,1,1,1
6178331-44.2025.8.13.2653,MG,Não reconhece operação,Genérico,Êxito,Extinção,20002.79,0.0,1,1,0,1,1,1
8155805-46.2025.8.23.8158,RR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14360.24,6417.8,0,1,0,0,1,0
8479598-53.2025.8.13.9260,MG,Não reconhece operação,Golpe,Êxito,Extinção,16993.56,0.0,0,1,0,1,0,1
9417539-23.2025.8.23.0032,RR,Não reconhece operação,Golpe,Êxito,Improcedência,16275.21,0.0,1,1,0,1,1,1
5507925-83.2025.8.17.9318,PE,Não reconhece operação,Golpe,Êxito,Improcedência,16639.27,0.0,1,1,0,1,1,1
9011272-56.2025.8.11.5950,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,23248.92,4649.78,1,0,0,0,1,1
7073222-36.2025.8.03.5933,AP,Não reconhece operação,Genérico,Êxito,Improcedência,7011.41,0.0,1,1,1,0,1,0
1513480-43.2025.8.16.6910,PR,Não reconhece operação,Genérico,Êxito,Improcedência,14646.65,0.0,0,1,1,0,1,0
1410451-64.2025.8.09.1713,GO,Não reconhece operação,Golpe,Êxito,Extinção,15953.68,0.0,1,1,0,1,1,1
6548924-81.2025.8.06.1415,CE,Não reconhece operação,Golpe,Êxito,Extinção,15219.13,0.0,1,1,1,0,1,1
1730342-23.2025.8.06.1974,CE,Não reconhece operação,Golpe,Êxito,Improcedência,13029.84,0.0,1,1,1,0,1,1
3829802-15.2025.8.27.1243,TO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,12358.43,10441.08,1,0,1,1,1,0
6202257-20.2025.8.04.2871,AM,Não reconhece operação,Genérico,Êxito,Improcedência,22489.72,0.0,1,1,1,0,1,1
7551779-19.2025.8.23.9227,RR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14635.18,6547.39,0,1,1,0,1,0
6718018-11.2025.8.24.0634,SC,Não reconhece operação,Genérico,Êxito,Improcedência,26944.8,0.0,1,1,1,0,1,0
6594961-26.2025.8.01.9790,AC,Não reconhece operação,Golpe,Êxito,Extinção,17574.35,0.0,1,1,1,0,1,1
3767450-69.2025.8.17.9109,PE,Não reconhece operação,Genérico,Êxito,Extinção,13560.9,0.0,1,0,1,1,1,1
8022478-19.2025.8.17.6067,PE,Não reconhece operação,Genérico,Êxito,Extinção,17694.1,0.0,1,0,1,1,1,1
8438807-42.2025.8.10.8691,MA,Não reconhece operação,Genérico,Êxito,Extinção,15516.71,0.0,1,1,0,1,0,1
6042424-29.2025.8.19.6809,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,21567.16,0.0,1,1,1,1,1,1
5157327-12.2025.8.12.2583,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9252.37,7587.76,1,1,0,1,0,1
6677853-45.2025.8.12.1549,MS,Não reconhece operação,Golpe,Êxito,Extinção,6144.07,0.0,1,1,1,1,1,1
5810868-25.2025.8.12.1942,MS,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,16753.47,12805.95,0,0,1,0,1,1
7833615-31.2025.8.23.7757,RR,Não reconhece operação,Golpe,Não Êxito,Procedência,19082.82,16737.45,0,1,0,1,1,0
4564536-76.2025.8.16.1236,PR,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,16385.08,10116.02,0,0,0,0,1,0
9570758-32.2025.8.13.7121,MG,Não reconhece operação,Genérico,Êxito,Improcedência,18281.92,0.0,1,1,1,1,0,1
2720195-26.2025.8.26.8744,SP,Não reconhece operação,Golpe,Êxito,Improcedência,17560.43,0.0,1,1,0,1,1,1
3605165-97.2025.8.23.7447,RR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,7718.11,6742.98,1,1,0,1,1,1
7763643-11.2025.8.26.7290,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16362.19,8134.08,1,0,1,1,0,1
2924507-86.2025.8.20.9703,RN,Não reconhece operação,Golpe,Êxito,Extinção,21443.42,0.0,1,1,1,1,0,1
4705429-21.2025.8.13.7530,MG,Não reconhece operação,Golpe,Êxito,Extinção,15825.03,0.0,1,1,1,1,0,1
4311271-33.2025.8.22.1427,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8554.44,5133.41,0,1,1,1,1,1
5553313-43.2025.8.09.2617,GO,Não reconhece operação,Golpe,Êxito,Improcedência,13344.01,0.0,1,1,0,1,1,1
1301995-30.2025.8.08.5584,ES,Não reconhece operação,Golpe,Êxito,Extinção,17714.11,0.0,1,1,1,1,1,0
2742580-70.2025.8.11.5786,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,23793.06,18583.7,0,1,0,1,1,1
4927295-46.2025.8.27.7787,TO,Não reconhece operação,Golpe,Êxito,Improcedência,5382.72,0.0,1,1,0,1,1,0
7488878-34.2025.8.17.4963,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16754.7,5457.87,0,1,0,1,1,0
8418971-13.2025.8.13.2173,MG,Não reconhece operação,Golpe,Êxito,Improcedência,10408.0,0.0,0,1,1,1,1,1
5622995-62.2025.8.11.1162,MT,Não reconhece operação,Golpe,Êxito,Improcedência,17473.53,0.0,0,1,1,0,1,1
9047044-84.2025.8.08.5685,ES,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,17866.58,9393.6,0,1,1,1,1,0
9570316-80.2025.8.16.4547,PR,Não reconhece operação,Golpe,Êxito,Improcedência,13838.18,0.0,1,0,0,0,1,1
2934403-59.2025.8.10.9436,MA,Não reconhece operação,Golpe,Êxito,Improcedência,18081.35,0.0,1,1,1,0,0,1
2675847-44.2025.8.15.9261,PB,Não reconhece operação,Genérico,Não Êxito,Procedência,20575.47,13726.34,0,1,0,1,1,1
6280401-16.2025.8.10.1839,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14174.67,11645.84,0,1,1,1,1,1
5120569-36.2025.8.09.3518,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,8420.97,6493.27,1,0,1,1,1,1
6364444-74.2025.8.27.9365,TO,Não reconhece operação,Golpe,Êxito,Improcedência,21977.25,0.0,1,1,0,1,1,1
9360800-52.2025.8.10.6917,MA,Não reconhece operação,Golpe,Êxito,Extinção,19048.46,0.0,1,1,0,1,1,0
6061226-10.2025.8.02.3057,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17748.45,13644.16,1,1,1,1,0,1
4682446-92.2025.8.13.6848,MG,Não reconhece operação,Genérico,Não Êxito,Acordo,11591.73,4498.25,1,1,0,0,1,0
3419435-13.2025.8.15.3386,PB,Não reconhece operação,Genérico,Êxito,Improcedência,19817.57,0.0,0,1,1,1,1,0
4044563-95.2025.8.04.0911,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,25004.04,20132.52,0,1,0,1,1,1
9025802-44.2025.8.09.7925,GO,Não reconhece operação,Golpe,Êxito,Improcedência,14386.94,0.0,1,0,1,0,1,1
3976388-82.2025.8.05.6270,BA,Não reconhece operação,Golpe,Êxito,Improcedência,15445.85,0.0,1,1,1,1,1,1
3973557-96.2025.8.14.3486,PA,Não reconhece operação,Golpe,Êxito,Improcedência,9755.48,0.0,1,1,1,1,1,1
7425888-71.2025.8.20.9320,RN,Não reconhece operação,Golpe,Êxito,Improcedência,11451.52,0.0,1,0,1,1,1,0
2343058-12.2025.8.27.2933,TO,Não reconhece operação,Golpe,Êxito,Improcedência,9709.46,0.0,1,1,0,1,1,0
3278671-76.2025.8.13.6782,MG,Não reconhece operação,Genérico,Êxito,Improcedência,15624.12,0.0,1,1,1,0,1,1
9045529-44.2025.8.24.2514,SC,Não reconhece operação,Golpe,Êxito,Extinção,13310.05,0.0,1,0,1,1,1,0
9188499-91.2025.8.06.4247,CE,Não reconhece operação,Golpe,Êxito,Extinção,16811.46,0.0,1,1,1,1,1,1
4930288-64.2025.8.23.0638,RR,Não reconhece operação,Golpe,Não Êxito,Procedência,10605.78,9224.81,1,0,1,1,1,0
2230108-74.2025.8.17.2087,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14160.02,7567.55,1,1,0,1,1,1
5824383-16.2025.8.22.6521,RO,Não reconhece operação,Genérico,Êxito,Improcedência,10303.35,0.0,1,1,1,1,1,1
4823513-51.2025.8.22.0585,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15902.58,0.0,1,1,0,1,1,0
7706468-49.2025.8.15.3873,PB,Não reconhece operação,Genérico,Êxito,Improcedência,6972.64,0.0,1,1,0,1,1,1
1375275-67.2025.8.07.9591,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,15725.96,10371.53,1,0,1,1,1,1
1500670-70.2025.8.15.4400,PB,Não reconhece operação,Genérico,Êxito,Improcedência,13614.51,0.0,1,0,0,0,0,1
6718091-57.2025.8.21.9805,RS,Não reconhece operação,Golpe,Êxito,Improcedência,15870.15,0.0,1,1,1,0,1,1
9308187-24.2025.8.27.7907,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,6874.79,6182.63,0,1,1,0,1,1
5817232-10.2025.8.26.1898,SP,Não reconhece operação,Genérico,Êxito,Improcedência,18194.78,0.0,1,1,1,1,1,1
4164981-61.2025.8.05.3127,BA,Não reconhece operação,Genérico,Êxito,Extinção,13516.31,0.0,1,1,1,0,1,1
5531922-92.2025.8.18.1960,PI,Não reconhece operação,Golpe,Êxito,Extinção,16047.53,0.0,1,0,1,0,1,1
5927830-22.2025.8.04.2515,AM,Não reconhece operação,Genérico,Êxito,Improcedência,5806.04,0.0,0,1,1,1,1,1
3308680-72.2025.8.19.6142,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8884.3,5721.27,0,1,0,1,1,1
8178424-84.2025.8.27.4616,TO,Não reconhece operação,Golpe,Não Êxito,Procedência,13067.77,8588.42,1,0,1,1,1,1
5406765-98.2025.8.02.9752,AL,Não reconhece operação,Genérico,Êxito,Improcedência,21731.55,0.0,1,1,0,0,1,0
4579153-93.2025.8.16.4964,PR,Não reconhece operação,Golpe,Não Êxito,Procedência,17569.43,17569.43,1,1,1,0,1,0
2053533-29.2025.8.26.6796,SP,Não reconhece operação,Golpe,Êxito,Improcedência,15619.47,0.0,1,1,0,0,1,1
3775457-72.2025.8.21.4465,RS,Não reconhece operação,Genérico,Êxito,Extinção,10446.76,0.0,1,1,1,1,1,1
9600415-14.2025.8.13.5403,MG,Não reconhece operação,Genérico,Êxito,Extinção,9553.93,0.0,1,1,1,0,1,0
7285341-46.2025.8.04.2225,AM,Não reconhece operação,Genérico,Não Êxito,Procedência,16339.69,16339.69,0,1,1,1,0,0
6400224-18.2025.8.25.6198,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18420.36,10815.88,0,1,0,1,1,1
3102874-49.2025.8.25.1261,SE,Não reconhece operação,Genérico,Êxito,Improcedência,16007.59,0.0,1,1,0,1,1,1
7987702-54.2025.8.17.1466,PE,Não reconhece operação,Golpe,Êxito,Improcedência,23370.71,0.0,0,1,1,0,0,1
9256391-91.2025.8.27.7618,TO,Não reconhece operação,Golpe,Êxito,Extinção,11633.47,0.0,1,1,0,0,1,1
3403476-67.2025.8.01.9187,AC,Não reconhece operação,Golpe,Êxito,Improcedência,15862.33,0.0,1,0,0,1,1,1
6386654-94.2025.8.18.9828,PI,Não reconhece operação,Genérico,Êxito,Improcedência,6674.06,0.0,0,1,1,1,1,1
5943450-88.2025.8.02.1086,AL,Não reconhece operação,Genérico,Êxito,Extinção,16017.76,0.0,1,1,1,1,1,1
1873285-73.2025.8.26.9391,SP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,22192.17,15825.32,1,0,0,1,1,0
8536827-80.2025.8.19.6819,RJ,Não reconhece operação,Golpe,Êxito,Extinção,9871.68,0.0,1,1,0,0,0,1
7500549-74.2025.8.25.8830,SE,Não reconhece operação,Golpe,Êxito,Improcedência,19114.39,0.0,1,1,1,1,1,1
1690006-55.2025.8.17.4662,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,22053.14,15946.65,1,0,1,1,1,1
2105796-72.2025.8.04.2039,AM,Não reconhece operação,Golpe,Êxito,Improcedência,11597.89,0.0,1,1,1,1,1,1
3895432-47.2025.8.01.6973,AC,Não reconhece operação,Golpe,Êxito,Improcedência,17273.39,0.0,1,1,0,0,0,1
7963773-83.2025.8.10.9022,MA,Não reconhece operação,Golpe,Êxito,Extinção,22733.19,0.0,1,1,1,0,0,0
3692466-39.2025.8.22.3764,RO,Não reconhece operação,Genérico,Êxito,Improcedência,16113.1,0.0,1,1,1,1,0,1
7513099-72.2025.8.05.7668,BA,Não reconhece operação,Genérico,Não Êxito,Procedência,18842.47,15101.35,1,1,1,1,1,1
8292677-15.2025.8.24.7207,SC,Não reconhece operação,Genérico,Êxito,Improcedência,6277.71,0.0,1,1,0,0,1,1
6116148-90.2025.8.07.4915,DF,Não reconhece operação,Golpe,Êxito,Improcedência,17912.24,0.0,1,1,0,1,1,1
4356433-26.2025.8.14.2152,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,17520.19,12730.76,1,0,1,1,0,0
4434449-80.2025.8.06.1974,CE,Não reconhece operação,Golpe,Êxito,Improcedência,8474.69,0.0,0,1,1,1,1,0
9009049-10.2025.8.11.1528,MT,Não reconhece operação,Golpe,Êxito,Extinção,10250.39,0.0,1,1,0,0,0,1
5843653-97.2025.8.11.4617,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17945.93,15943.27,0,1,1,0,1,0
8235810-40.2025.8.01.6042,AC,Não reconhece operação,Golpe,Não Êxito,Procedência,13496.84,9703.19,0,0,1,1,0,1
7938423-91.2025.8.17.7591,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,20438.29,12385.0,1,1,0,1,1,0
9458383-87.2025.8.23.6907,RR,Não reconhece operação,Golpe,Não Êxito,Procedência,16506.88,12256.99,0,1,1,1,0,1
5132577-10.2025.8.26.1418,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15259.21,11405.68,0,1,1,1,1,1
9280557-46.2025.8.09.2540,GO,Não reconhece operação,Golpe,Êxito,Extinção,14145.83,0.0,1,1,1,1,1,1
2808448-54.2025.8.24.9642,SC,Não reconhece operação,Golpe,Êxito,Improcedência,16418.34,0.0,1,1,0,1,1,0
4855003-16.2025.8.24.0347,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,18922.05,12301.09,0,0,0,1,0,0
9647352-89.2025.8.27.8153,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17601.71,15725.39,0,1,1,1,1,1
2503026-21.2025.8.13.5392,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12906.56,8426.91,1,1,0,1,1,0
6917861-75.2025.8.21.9610,RS,Não reconhece operação,Golpe,Êxito,Extinção,21063.91,0.0,0,1,0,1,0,1
2674255-11.2025.8.17.5756,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18209.39,17234.48,0,1,0,0,0,1
2273421-54.2025.8.02.0770,AL,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,16872.47,12941.21,0,1,1,1,1,1
1895223-40.2025.8.08.4894,ES,Não reconhece operação,Golpe,Êxito,Improcedência,15432.14,0.0,0,1,1,0,0,1
4363948-43.2025.8.19.4400,RJ,Não reconhece operação,Golpe,Êxito,Extinção,17435.85,0.0,1,1,0,0,1,1
2162015-21.2025.8.05.2441,BA,Não reconhece operação,Golpe,Êxito,Improcedência,5994.44,0.0,1,1,1,0,1,1
5657783-25.2025.8.12.0074,MS,Não reconhece operação,Golpe,Êxito,Improcedência,16166.26,0.0,1,1,1,1,1,1
7133647-80.2025.8.22.5661,RO,Não reconhece operação,Golpe,Êxito,Extinção,23030.3,0.0,1,1,1,1,0,1
4543674-55.2025.8.05.2727,BA,Não reconhece operação,Genérico,Êxito,Improcedência,16061.63,0.0,1,1,0,1,1,1
4836315-62.2025.8.14.4587,PA,Não reconhece operação,Golpe,Êxito,Improcedência,15391.8,0.0,0,1,1,1,1,1
8983577-60.2025.8.06.5552,CE,Não reconhece operação,Golpe,Êxito,Improcedência,12058.29,0.0,0,1,1,1,1,1
9200939-80.2025.8.15.0331,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,17399.93,12173.57,1,0,0,1,1,1
1313903-41.2025.8.07.8153,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14024.99,10018.53,0,0,1,1,0,1
8776506-60.2025.8.27.0948,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,21406.71,15583.15,1,0,1,0,1,0
4095458-37.2025.8.04.3274,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,10744.55,9793.34,1,0,1,1,0,0
